ID,Age,Weight (lbs),Daily Walk Distance (miles),Hours of Sleep,Play Time (hrs),Annual Vet Visits,Average Temperature (F),Healthy,Breed_Beagle,Breed_Boxer,Breed_Bulldog,Breed_Chihuahua,Breed_Dachshund,Breed_Doberman,Breed_German Shepherd,Breed_Golden Retriever,Breed_Great Dane,Breed_Labrador Retriever,Breed_Poodle,Breed_Rottweiler,Breed_Siberian Husky,Breed_Yorkshire Terrier,Breed Size_Medium,Breed Size_Small,Sex_Male,Spay/Neuter Status_Spayed,Daily Activity Level_Low,Daily Activity Level_Moderate,Daily Activity Level_Very Active,Diet_Home cooked,Diet_Special diet,Diet_Wet food,Food Brand_Hill's Science,Food Brand_Iams,Food Brand_Nutro,Food Brand_Pedigree,Food Brand_Purina,Food Brand_Royal Canin,Food Brand_Special,Food Brand_Wellness,Other Pets in Household_Yes,Medications_Yes,Seizures_Yes,Owner Activity Level_Low,Owner Activity Level_Moderate,Owner Activity Level_Very Active
3590,4.0,0.0,5.0,10.0,4.0,0.0,57.0,No,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
3591,11.0,0.7358814455535264,2.0,11.0,1.0,0.0,60.0,No,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
3592,6.0,0.0,4.0,10.0,3.0,0.0,59.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
3593,9.0,0.12283990215221427,3.0,14.0,1.0,0.0,70.0,No,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
3594,12.0,0.0,1.0,10.0,0.0,3.0,57.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3595,10.0,0.0,0.0,11.0,2.0,0.0,42.0,Yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
3596,2.0,0.0,2.0,11.0,3.0,0.0,58.0,Yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
3597,2.0,0.32718708328598495,6.0,11.0,0.0,0.0,33.0,Yes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False
3598,13.0,0.6677657185089362,0.0,10.0,1.0,0.0,76.0,Yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
3599,8.0,0.0,3.0,11.0,2.0,0.0,64.0,Yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
3600,2.0,1.485154443044019,0.0,10.0,2.0,0.0,45.0,Yes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True
3601,6.0,0.0,3.0,11.0,2.0,0.0,91.0,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
3602,9.0,1.6213858971331994,2.0,10.0,2.0,0.0,54.0,No,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True
3603,5.0,0.5315342644197557,4.0,11.0,0.0,0.0,68.0,No,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
3604,3.0,0.0,1.0,9.0,1.0,0.0,54.0,Yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3605,13.0,0.0,4.0,12.0,2.0,0.0,75.0,Yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
3606,6.0,0.0,4.0,12.0,2.0,0.0,66.0,Yes,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
3607,7.0,0.0,3.0,10.0,3.0,2.0,30.0,Yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
3608,7.0,0.12283990215221427,3.0,9.0,1.0,0.0,90.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3609,12.0,0.3953028103305752,1.0,11.0,2.0,0.0,100.0,Yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
3610,12.0,1.212691534865658,2.0,8.0,0.0,3.0,61.0,Yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3611,12.0,0.0,1.0,10.0,2.0,0.0,59.0,Yes,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
3612,11.0,0.0,5.0,14.0,3.0,0.0,64.0,No,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True
3613,5.0,1.6895016241777896,4.0,11.0,3.0,0.0,94.0,No,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
3614,4.0,1.82573307826697,0.0,11.0,1.0,2.0,50.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3615,10.0,0.7358814455535264,5.0,13.0,3.0,0.0,77.0,No,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
3616,1.0,0.05472417510762403,4.0,10.0,1.0,1.0,60.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3617,3.0,1.7576173512223798,3.0,10.0,2.0,3.0,60.0,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
3618,7.0,1.6213858971331994,3.0,10.0,0.0,1.0,68.0,No,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
3619,7.0,0.0,3.0,9.0,2.0,0.0,45.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
3620,10.0,1.1445758078210677,0.0,11.0,1.0,1.0,80.0,Yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True
3621,3.0,0.32718708328598495,2.0,12.0,2.0,0.0,96.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
3622,8.0,0.0,2.0,13.0,1.0,0.0,76.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
3623,2.0,0.0,5.0,10.0,3.0,2.0,68.0,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
3624,7.0,0.05472417510762403,1.0,10.0,0.0,1.0,65.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3625,7.0,0.32718708328598495,2.0,12.0,2.0,0.0,36.0,Yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
3626,2.0,0.3953028103305752,4.0,8.0,1.0,0.0,62.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
3627,10.0,0.0,2.0,13.0,2.0,1.0,70.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3628,8.0,1.9619645323561505,1.0,10.0,1.0,0.0,70.0,Yes,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
3629,1.0,0.8039971725981166,4.0,9.0,2.0,0.0,66.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
3630,11.0,0.5315342644197557,3.0,11.0,2.0,1.0,83.0,Yes,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
3631,6.0,0.7358814455535264,4.0,14.0,3.0,0.0,51.0,Yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
3632,1.0,0.0,2.0,10.0,1.0,0.0,79.0,No,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
3633,9.0,0.0,3.0,9.0,2.0,0.0,62.0,Yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
3634,1.0,0.0,0.0,12.0,3.0,1.0,85.0,Yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
3635,10.0,0.0,3.0,10.0,0.0,2.0,53.0,Yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
3636,6.0,0.0,0.0,12.0,2.0,2.0,51.0,Yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
3637,4.0,2.1663117134899212,2.0,12.0,0.0,1.0,71.0,No,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
3638,3.0,0.32718708328598495,3.0,13.0,1.0,0.0,70.0,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
3639,9.0,0.0,2.0,9.0,1.0,2.0,70.0,Yes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
3640,9.0,0.0,1.0,8.0,1.0,3.0,64.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
3641,1.0,0.12283990215221427,5.0,12.0,1.0,1.0,68.0,No,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
3642,9.0,0.0,2.0,13.0,0.0,0.0,53.0,No,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True
3643,10.0,0.3953028103305752,2.0,11.0,0.0,1.0,47.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
3644,7.0,1.2808072619102482,2.0,10.0,2.0,0.0,50.0,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
3645,4.0,0.0,3.0,11.0,1.0,0.0,56.0,No,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3646,6.0,0.0,4.0,12.0,2.0,0.0,74.0,Yes,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
3647,13.0,0.0,4.0,9.0,1.0,0.0,33.0,Yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
3648,8.0,0.0,5.0,10.0,0.0,1.0,64.0,Yes,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
3649,8.0,0.0,3.0,10.0,2.0,0.0,77.0,Yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
3650,7.0,0.0,5.0,10.0,2.0,0.0,100.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3651,13.0,0.0,3.0,12.0,0.0,0.0,33.0,Yes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
3652,5.0,0.05472417510762403,4.0,11.0,1.0,0.0,71.0,Yes,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
3653,4.0,0.5996499914643459,3.0,11.0,0.0,1.0,93.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
3654,4.0,0.5996499914643459,1.0,11.0,1.0,2.0,62.0,Yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True
3655,10.0,0.0,4.0,13.0,1.0,1.0,67.0,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
3656,8.0,0.0,3.0,10.0,0.0,0.0,72.0,Yes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
3657,1.0,0.05472417510762403,4.0,10.0,2.0,1.0,94.0,No,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
3658,11.0,0.0,0.0,8.0,2.0,0.0,65.0,Yes,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
3659,9.0,0.0,2.0,9.0,1.0,0.0,73.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3660,6.0,1.0083443537318872,0.0,10.0,2.0,2.0,87.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
3661,4.0,0.8039971725981166,3.0,11.0,1.0,0.0,59.0,Yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
3662,8.0,2.983700438025004,1.0,13.0,2.0,3.0,64.0,No,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
3663,13.0,0.9402286266872971,3.0,11.0,1.0,1.0,82.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3664,7.0,1.1445758078210677,1.0,11.0,1.0,0.0,56.0,No,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False
3665,1.0,0.0,1.0,11.0,2.0,0.0,57.0,Yes,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True
3666,10.0,0.0,0.0,10.0,0.0,1.0,74.0,Yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3667,9.0,0.0,4.0,10.0,2.0,0.0,58.0,No,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
3668,1.0,0.9402286266872971,2.0,11.0,0.0,0.0,100.0,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
3669,9.0,0.5996499914643459,5.0,12.0,1.0,0.0,44.0,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
3670,9.0,0.1909556291968045,3.0,10.0,1.0,3.0,78.0,Yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
3671,1.0,1.1445758078210677,1.0,14.0,3.0,0.0,79.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
3672,12.0,0.0,0.0,9.0,0.0,0.0,54.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3673,13.0,0.0,2.0,11.0,2.0,0.0,80.0,Yes,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
3674,4.0,0.0,0.0,9.0,3.0,1.0,57.0,Yes,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
3675,12.0,0.9402286266872971,8.0,9.0,1.0,0.0,70.0,Yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3676,2.0,0.0,2.0,11.0,1.0,2.0,72.0,Yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
3677,11.0,0.5315342644197557,2.0,11.0,0.0,1.0,46.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
3678,8.0,0.2590713562413947,1.0,11.0,1.0,1.0,51.0,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
3679,4.0,1.0764600807764775,1.0,12.0,2.0,1.0,96.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
3680,4.0,0.0,4.0,12.0,1.0,0.0,66.0,Yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
3681,13.0,0.0,2.0,11.0,1.0,1.0,81.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
3682,9.0,0.1909556291968045,2.0,9.0,3.0,0.0,62.0,No,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
3683,8.0,0.0,3.0,10.0,2.0,3.0,76.0,Yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
3684,5.0,2.2344274405345117,5.0,12.0,0.0,2.0,51.0,No,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3685,11.0,0.5315342644197557,1.0,12.0,1.0,0.0,69.0,No,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
3686,13.0,0.0,3.0,12.0,1.0,0.0,71.0,Yes,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3687,8.0,1.6213858971331994,2.0,13.0,0.0,2.0,72.0,Yes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
3688,2.0,0.1909556291968045,2.0,10.0,0.0,2.0,68.0,Yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True
3689,5.0,0.05472417510762403,3.0,8.0,2.0,0.0,71.0,Yes,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
3690,1.0,0.5996499914643459,2.0,9.0,3.0,0.0,64.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
3691,3.0,0.0,1.0,10.0,1.0,0.0,70.0,Yes,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
3692,9.0,0.0,1.0,9.0,2.0,0.0,54.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
3693,7.0,0.6677657185089362,1.0,13.0,3.0,1.0,32.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
3694,9.0,0.0,4.0,11.0,1.0,1.0,63.0,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3695,11.0,0.0,1.0,11.0,2.0,0.0,73.0,No,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
3696,1.0,0.12283990215221427,2.0,10.0,2.0,1.0,54.0,No,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
3697,6.0,0.0,3.0,13.0,1.0,0.0,76.0,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
3698,1.0,0.0,2.0,11.0,2.0,0.0,94.0,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3699,4.0,1.0764600807764775,4.0,12.0,4.0,1.0,86.0,Yes,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
3700,1.0,0.0,2.0,12.0,2.0,1.0,37.0,Yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False
3701,7.0,0.05472417510762403,0.0,14.0,2.0,0.0,63.0,No,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3702,8.0,0.0,4.0,10.0,1.0,0.0,34.0,No,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
3703,13.0,1.0083443537318872,4.0,11.0,1.0,1.0,79.0,No,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
3704,6.0,0.0,2.0,12.0,0.0,0.0,56.0,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
3705,2.0,0.1909556291968045,0.0,14.0,2.0,1.0,43.0,Yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True
3706,13.0,0.12283990215221427,3.0,11.0,1.0,1.0,54.0,Yes,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3707,3.0,0.0,3.0,13.0,2.0,0.0,83.0,Yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
3708,6.0,1.0764600807764775,2.0,14.0,4.0,2.0,30.0,Yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
